id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
837,1974,female,"professional, scientific and technical services",computer system design and related services,professionals,ict professionals,more than 200,yes,group household,more than 5 years,metro,30%,3.0,5.0,4.0,3.0,5.0,5.0,90%,100% - i spent all of my time remote working,5.0,5.0,4.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,4,5,4,i 50% more productive when working remotely (or more),2.0,7.5,1.0,2.0,0.0,8.5,3.0,2.0,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my working relationships,managing my family responsibilities,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my daily expenses,poor management,poor management,poor management,caring responsibilities,lack of motivation,connectivity (internet connection),46
838,1960,male,"professional, scientific and technical services","professional, scientific and technical services",professionals,"design, engineering, science and transport professionals",i am the only employee,no,couple with no dependent children,between 1 and 5 years,regional,20%,3.0,4.0,4.0,4.0,3.0,3.0,less than 10% of my time,50% - i spent about half of my time remote working,5.0,4.0,5.0,5.0,4.0,3.0,less than 10% of my time,10%,3,3,3,i 20% less productive when working remotely,0.45,8.0,0.0,0.0,0.0,6.0,1.0,1.0,the number of hours  i work,my work-life balance,managing my family responsibilities,my working relationships,my daily expenses,my working relationships,the number of hours  i work,my opportunities to socialise,the number of hours  i work,my job satisfaction,my daily expenses,my opportunities to socialise,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,i have tasks that can't be done remotely,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),60
839,1987,male,health care and social assistance,medical and other health care services,professionals,health professionals,between 5 and 19,yes,single person,more than 5 years,metro,less than 10% of my time,1.0,3.0,1.0,1.0,1.0,1.0,i would not have preferred to work remotely,20%,4.0,4.0,4.0,2.0,4.0,2.0,i would not have preferred to work remotely,i would prefer not to work remotely,1,1,1,i 30% less productive when working remotely,0.5,10.0,1.0,2.0,1.5,2.0,1.0,1.0,my work-life balance,the number of hours  i work,my working relationships,my opportunities to socialise,my job satisfaction,my daily expenses,my work-life balance,the number of hours  i work,my work-life balance,the number of hours  i work,managing my personal commitments,my opportunities to socialise,poor management,lack of motivation,i have tasks that can't be done remotely,feeling left out and/or isolated,lack of motivation,feeling left out and/or isolated,33
840,1985,male,manufacturing,"textile, leather, clothing and footwear manufacturing",community and personal service,hospitality,between 5 and 19,yes,couple with dependent children,between 1 and 5 years,metro,40%,1.0,3.0,3.0,3.0,2.0,2.0,10%,50% - i spent about half of my time remote working,2.0,3.0,3.0,3.0,3.0,3.0,i would not have preferred to work remotely,less than 10% of my time,2,2,2,i 20% more productive when working remotely,1.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,my work-life balance,my on-the-job learning opportunities,my opportunities to socialise,my mental wellbeing,my personal relationships,preparing for work and commuting,my opportunities to socialise,my mental wellbeing,my personal relationships,my job satisfaction,my personal relationships,my mental wellbeing,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,lack of motivation,poor management,35
841,1977,female,public administration and safety,public administration,clerical and administrative,other clerical and administrative,more than 200,no,couple with dependent children,between 1 and 5 years,metro,rarely or never,,,,,,,10%,40%,3.0,2.0,5.0,4.0,4.0,4.0,40%,20%,1,3,3,i 20% less productive when working remotely,1.5,7.5,3.0,3.0,1.0,7.0,3.0,4.0,my work-life balance,my working relationships,managing my family responsibilities,my opportunities to socialise,managing my family responsibilities,my working relationships,managing my personal commitments,my on-the-job learning opportunities,my work-life balance,my daily expenses,managing my personal commitments,my opportunities to socialise,"it equipment (computer, printer, etc.)",poor management,i have tasks that can't be done remotely,caring responsibilities,connectivity (internet connection),feeling left out and/or isolated,43
842,1988,male,financial and insurance services,auxiliary finance and insurance services,professionals,"business, human resource and marketing professionals",between 20 and 199,no,multiple family household,more than 5 years,metro,rarely or never,,,,,,,i would not have preferred to work remotely,90%,4.0,4.0,4.0,4.0,4.0,3.0,100% - all of my time,50% - about half of my time,2,3,2,my productivity is about same when i work remotely,2.0,8.0,2.0,1.0,0.0,8.0,4.0,2.0,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,my daily expenses,my job satisfaction,the number of hours  i work,my opportunities to socialise,my daily expenses,my job satisfaction,my daily expenses,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,"it equipment (computer, printer, etc.)",connectivity (internet connection),connectivity (internet connection),32
843,1966,male,education and training,preschool and school education,managers,specialist managers,more than 200,yes,single person,more than 5 years,metro,40%,4.0,2.0,2.0,4.0,2.0,4.0,50% - about half of my time,80%,5.0,4.0,4.0,5.0,2.0,4.0,80%,50% - about half of my time,4,4,4,i 20% more productive when working remotely,3.0,5.0,4.0,3.0,0.0,5.0,4.0,4.0,my work-life balance,my working relationships,managing my personal commitments,my working relationships,my job satisfaction,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my job satisfaction,my opportunities to socialise,difficulty collaborating remotely,connectivity (internet connection),my organisation's software and systems,poor management,lack of motivation,feeling left out and/or isolated,54
844,1986,male,"professional, scientific and technical services","professional, scientific and technical services",professionals,"design, engineering, science and transport professionals",more than 200,no,group household,between 1 and 5 years,metro,rarely or never,,,,,,,20%,80%,5.0,4.0,5.0,5.0,4.0,4.0,80%,50% - about half of my time,3,3,3,my productivity is about same when i work remotely,2.0,7.0,0.1,0.1,0.5,8.0,0.1,0.2,my work-life balance,my working relationships,managing my personal commitments,my opportunities to socialise,preparing for work and commuting,my working relationships,my work-life balance,my opportunities to socialise,my work-life balance,my personal relationships,managing my personal commitments,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,poor management,connectivity (internet connection),poor management,34
845,1964,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,health professionals,between 20 and 199,no,one  parent family with dependent children,between 1 and 5 years,metro,30%,5.0,5.0,5.0,5.0,5.0,5.0,30%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,50% - about half of my time,3,3,3,i 50% more productive when working remotely (or more),1.0,8.0,2.0,3.0,0.0,9.0,3.0,3.0,my on-the-job learning opportunities,my work-life balance,preparing for work and commuting,my opportunities to socialise,my working relationships,managing my family responsibilities,the number of hours  i work,my work-life balance,my personal relationships,my on-the-job learning opportunities,my job satisfaction,my opportunities to socialise,feeling left out and/or isolated,lack of motivation,poor management,"it equipment (computer, printer, etc.)",poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",56
846,1976,male,"transport, postal and warehousing",warehousing and storage services,managers,specialist managers,more than 200,yes,couple with no dependent children,more than 5 years,metro,20%,3.0,4.0,4.0,4.0,4.0,4.0,90%,100% - i spent all of my time remote working,4.0,3.0,4.0,4.0,4.0,4.0,100% - all of my time,90%,3,3,3,i 20% more productive when working remotely,2.0,8.0,2.0,2.0,0.0,9.0,2.0,2.0,my on-the-job learning opportunities,my work-life balance,my opportunities to socialise,my mental wellbeing,managing my family responsibilities,preparing for work and commuting,my work-life balance,my mental wellbeing,my work-life balance,my daily expenses,my mental wellbeing,my job satisfaction,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,lack of motivation,i have tasks that can't be done remotely,44
847,1970,male,education and training,preschool and school education,managers,"chief executives, general managers and legislators",more than 200,yes,couple with dependent children,more than 5 years,regional,20%,2.0,4.0,4.0,4.0,2.0,2.0,20%,100% - i spent all of my time remote working,5.0,2.0,5.0,5.0,4.0,4.0,10%,30%,5,5,2,i 20% less productive when working remotely,0.5,8.0,8.0,5.0,0.0,8.0,8.0,5.0,preparing for work and commuting,my work-life balance,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,the number of hours  i work,my mental wellbeing,my daily expenses,my job satisfaction,my daily expenses,my job satisfaction,feeling left out and/or isolated,lack of motivation,i have tasks that can't be done remotely,caring responsibilities,poor management,feeling left out and/or isolated,50
848,1983,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,"design, engineering, science and transport professionals",i am the only employee,no,couple with dependent children,more than 5 years,metro,100% - i spent all of my time remote working,3.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,5,3,3,my productivity is about same when i work remotely,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,my work-life balance,my on-the-job learning opportunities,managing my family responsibilities,my working relationships,managing my family responsibilities,my daily expenses,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,caring responsibilities,connectivity (internet connection),connectivity (internet connection),feeling left out and/or isolated,lack of motivation,i have tasks that can't be done remotely,37
