id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
1003,1961,female,information media and telecommunications,telecommunications services,managers,specialist managers,more than 200,yes,single person,more than 5 years,metro,20%,2.0,5.0,5.0,5.0,4.0,5.0,70%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,80%,4,5,4,i 20% more productive when working remotely,2.5,9.0,11.5,1.0,0.0,8.0,15.0,1.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,the number of hours  i work,my opportunities to socialise,my daily expenses,my job satisfaction,my daily expenses,my opportunities to socialise,difficulty collaborating remotely,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,lack of motivation,i have tasks that can't be done remotely,64
1004,1960,male,other services,personal and other services,clerical and administrative,other clerical and administrative,more than 200,no,couple with no dependent children,more than 5 years,metro,rarely or never,,,,,,,60%,100% - i spent all of my time remote working,5.0,2.0,5.0,5.0,5.0,5.0,100% - all of my time,60%,4,4,4,my productivity is about same when i work remotely,3.0,8.0,2.0,2.0,0.5,8.0,4.5,2.0,preparing for work and commuting,the number of hours  i work,my mental wellbeing,my opportunities to socialise,preparing for work and commuting,my working relationships,my work-life balance,the number of hours  i work,my work-life balance,the number of hours  i work,my mental wellbeing,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),caring responsibilities,lack of motivation,i have tasks that can't be done remotely,65
1005,1969,male,manufacturing,non-metallic mineral product manufacturing,professionals,ict professionals,more than 200,no,couple with dependent children,more than 5 years,metro,less than 10% of my time,2.0,5.0,2.0,4.0,3.0,3.0,less than 10% of my time,90%,4.0,5.0,4.0,5.0,3.0,3.0,60%,60%,3,3,4,my productivity is about same when i work remotely,1.0,9.0,4.0,1.0,0.1,9.5,4.5,1.5,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,my daily expenses,my work-life balance,the number of hours  i work,my job satisfaction,my daily expenses,managing my personal commitments,my daily expenses,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)","it equipment (computer, printer, etc.)",cyber security,my organisation's software and systems,56
1006,1971,female,"agriculture, forestry and fishing","agriculture, forestry and fishing support services",clerical and administrative,clerical and office support,more than 200,no,single person,more than 5 years,regional,rarely or never,,,,,,,i would not have preferred to work remotely,10%,4.0,4.0,5.0,4.0,4.0,3.0,less than 10% of my time,less than 10% of my time,1,2,2,i 10% less productive when working remotely,2.25,7.0,2.0,2.0,0.5,6.0,3.0,3.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,my daily expenses,my job satisfaction,my work-life balance,my on-the-job learning opportunities,my work-life balance,my job satisfaction,my daily expenses,my opportunities to socialise,poor management,lack of motivation,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,connectivity (internet connection),54
1007,1995,female,education and training,preschool and school education,professionals,education professionals,between 20 and 199,no,single person,between 6 and 12 months,regional,rarely or never,,,,,,,i would not have preferred to work remotely,less than 10% of my time,5.0,4.0,4.0,5.0,4.0,2.0,100% - all of my time,i would prefer not to work remotely,1,1,1,i 50% more productive when working remotely (or more),0.1,6.0,6.0,2.0,0.0,2.0,12.0,2.0,the number of hours  i work,my on-the-job learning opportunities,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,the number of hours  i work,my work-life balance,the number of hours  i work,my work-life balance,my personal relationships,my job satisfaction,difficulty collaborating remotely,connectivity (internet connection),i have tasks that can't be done remotely,"it equipment (computer, printer, etc.)",lack of motivation,feeling left out and/or isolated,30
1008,1966,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,education professionals,more than 200,no,couple with dependent children,more than 5 years,metro,rarely or never,,,,,,,50% - about half of my time,20%,1.0,5.0,2.0,1.0,3.0,4.0,50% - about half of my time,30%,1,1,1,i 20% less productive when working remotely,0.5,6.0,0.5,0.0,1.0,5.0,1.0,0.0,the number of hours  i work,my on-the-job learning opportunities,managing my family responsibilities,my working relationships,my personal relationships,my job satisfaction,the number of hours  i work,my on-the-job learning opportunities,the number of hours  i work,my job satisfaction,my mental wellbeing,my opportunities to socialise,difficulty collaborating remotely,connectivity (internet connection),my organisation's software and systems,caring responsibilities,lack of motivation,feeling left out and/or isolated,59
1009,1962,female,information media and telecommunications,library and other information services,technicians and trades,other technicians and trades,between 20 and 199,no,couple with no dependent children,more than 5 years,regional,20%,4.0,5.0,3.0,5.0,5.0,5.0,40%,20%,4.0,5.0,4.0,5.0,5.0,5.0,40%,20%,2,2,2,i 50% more productive when working remotely (or more),2.0,6.0,3.0,2.0,0.5,6.0,5.0,2.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,my work-life balance,my opportunities to socialise,my daily expenses,my work-life balance,my daily expenses,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),feeling left out and/or isolated,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",63
1010,1978,female,education and training,preschool and school education,clerical and administrative,clerical and office support,between 20 and 199,no,couple with dependent children,between 1 and 5 years,metro,rarely or never,,,,,,,i would not have preferred to work remotely,10%,5.0,5.0,1.0,5.0,4.0,2.0,i would not have preferred to work remotely,i would prefer not to work remotely,1,1,1,i 20% less productive when working remotely,1.0,7.0,3.0,2.0,0.5,6.0,4.0,2.0,managing my family responsibilities,my on-the-job learning opportunities,managing my family responsibilities,my mental wellbeing,my personal relationships,my job satisfaction,managing my personal commitments,my on-the-job learning opportunities,my personal relationships,my on-the-job learning opportunities,my personal relationships,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",47
1011,1970,female,"rental, hiring and real estate services",rental and hiring services (except real estate),managers,"chief executives, general managers and legislators",between 20 and 199,yes,single person,between 1 and 5 years,metro,40%,2.0,3.0,2.0,2.0,4.0,5.0,80%,100% - i spent all of my time remote working,2.0,2.0,2.0,2.0,5.0,5.0,100% - all of my time,100% - all of my time,2,2,2,i 50% more productive when working remotely (or more),6.0,9.0,1.0,1.0,2.0,10.0,3.0,3.0,preparing for work and commuting,managing my family responsibilities,my mental wellbeing,managing my family responsibilities,my daily expenses,managing my family responsibilities,my mental wellbeing,managing my personal commitments,the number of hours  i work,my work-life balance,my mental wellbeing,managing my personal commitments,connectivity (internet connection),poor management,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,feeling left out and/or isolated,55
1012,1962,female,"rental, hiring and real estate services",property operators and real estate services,clerical and administrative,numerical clerks,between 20 and 199,no,other one family household,between 1 and 5 years,regional,20%,4.0,4.0,3.0,3.0,4.0,4.0,90%,less than 10% of my time,2.0,4.0,2.0,2.0,4.0,4.0,100% - all of my time,90%,4,4,3,my productivity is about same when i work remotely,2.0,7.6,12.4,2.0,0.0,7.6,14.4,2.0,preparing for work and commuting,my on-the-job learning opportunities,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,managing my personal commitments,my on-the-job learning opportunities,my job satisfaction,my daily expenses,my daily expenses,my opportunities to socialise,"it equipment (computer, printer, etc.)",lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",connectivity (internet connection),feeling left out and/or isolated,connectivity (internet connection),63
1013,1972,female,wholesale trade,commission-based wholesaling,managers,"hospitality, retail and service managers",more than 200,yes,one  parent family with dependent children,between 1 and 5 years,metro,10%,4.0,4.0,4.0,4.0,4.0,4.0,10%,10%,4.0,4.0,4.0,4.0,4.0,4.0,10%,10%,4,4,3,i 30% more productive when working remotely,1.0,6.0,4.0,2.0,1.0,6.0,3.0,2.0,my work-life balance,managing my family responsibilities,preparing for work and commuting,managing my personal commitments,my personal relationships,my daily expenses,my mental wellbeing,the number of hours  i work,the number of hours  i work,my job satisfaction,my job satisfaction,my personal relationships,caring responsibilities,feeling left out and/or isolated,my organisation's software and systems,connectivity (internet connection),cyber security,connectivity (internet connection),53
