id,birth_year,gender,tenure,industry,occupation,org_size,household,metro_or_regional,time_q4_2020,time_q4_2020_1,time_rem_2021,pref_time_2021,pref_time_future,these_questions_are_about,in_the_past_6,how_often_do_you,how_often_would_you,does_your_employer_have,how_much_of_your,thinking_about_your_employer,thinking_about_your_employer_1,thinking_about_your_employer_2,thinking_about_your_employer_3,how_do_you_feel,org_encouraged,org_prepared,org_common,permission,collaboration,thinking_about_remote_working,thinking_about_remote_working_1,do_you_think_remote,who_is_most_supportive,org_encourage_future,org_support_future,choice_future,commute_time,think_about_your_experience,caring_time,family_time,think_about_your_experience_1,commute_time_1,think_about_your_experience_2,caring_time_1,family_time_1,think_about_your_experience_3,imagine_your_employer_offered,what_is_the_biggest,have_the_following_barriers,have_the_following_barriers_1,have_the_following_barriers_2,have_the_following_barriers_3,have_the_following_barriers_4,have_the_following_barriers_5,have_the_following_barriers_6,have_the_following_barriers_7,have_the_following_barriers_8,have_the_following_barriers_9,have_the_following_barriers_10,have_the_following_barriers_11,have_the_following_barriers_12,have_the_following_barriers_13,have_the_following_barriers_14,have_the_following_barriers_15,feel_better,more_active,feel_better_1,manages_people,do_employees_you_manage,mgmt_discretion,mgmt_retain,mgmt_recruit,team_collab,mgmt_ease_remote,mgmt_poor_performers,mgmt_prepared_remote,mgmt_focus_results,mgmt_contact,productivity,now_think_about_the,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
928,1967,male,between 1 and 5 years,information media and telecommunications,professionals - ict professionals,between 20 and 199,couple with dependent children,metro,50% - i spent about half of my time remote working,50% - about half of my time,50% - i spent about half of my time remote working,50% - about half of my time,40%,yes,no,,,no,,2,2,5,5,somewhat negative,3,5,2,2,2,3,2,neither positive nor negative,senior leadership,somewhat likely,somewhat likely,neither unlikely or likely,3.0,8.0,2.0,4.0,7.0,1.0,9.0,3.0,4.0,7.0,no,,not a barrier for me,somewhat worsened,somewhat improved,somewhat worsened,stayed about the same,stayed about the same,significantly worsened,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat worsened,somewhat improved,stayed about the same,somewhat improved,stayed about the same,3,2,4,no,,,,,,,,,,,my productivity is about same when i work remotely,,,,,,,,58
929,1971,male,more than 5 years,health care and social assistance,managers - specialist managers,more than 200,couple with dependent children,metro,70%,80%,60%,50% - about half of my time,50% - about half of my time,yes,yes,60%,50% - about half of my time,yes,50% - about half of my time,5,4,5,3,strongly positive,5,5,5,5,2,4,4,strongly positive,senior leadership,very likely,very likely,very likely,2.0,10.0,1.0,4.0,7.0,2.0,10.0,1.0,4.0,7.0,no,,stayed about the same,significantly improved,somewhat improved,significantly improved,not a barrier for me,significantly improved,not a barrier for me,not a barrier for me,not a barrier for me,significantly improved,somewhat improved,somewhat worsened,not a barrier for me,stayed about the same,not a barrier for me,stayed about the same,3,3,5,yes,yes,3.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,my productivity is about same when i work remotely,my productivity is about same when i work remotely,interruptions,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,54
930,1975,male,between 1 and 5 years,"professional, scientific and technical",managers - specialist managers,more than 200,couple with no dependent children,metro,90%,60%,70%,60%,60%,yes,yes,less than 10% of my time,less than 10% of my time,yes,40%,5,5,5,5,strongly positive,5,5,5,5,4,2,4,strongly positive,they are about the same,somewhat unlikely,somewhat likely,somewhat likely,2.5,9.5,2.0,2.25,7.75,0.5,9.5,2.0,4.25,7.75,no,,not a barrier for me,not a barrier for me,somewhat improved,stayed about the same,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,somewhat improved,not a barrier for me,stayed about the same,stayed about the same,not a barrier for me,stayed about the same,not a barrier for me,not a barrier for me,3,3,2,yes,yes,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,my productivity is about same when i work remotely,my productivity is about same when i work remotely,lack of privacy,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,50
931,1958,male,more than 5 years,information media and telecommunications,professionals - ict professionals,more than 200,couple with dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,yes,yes,less than 10% of my time,less than 10% of my time,no,,5,5,5,1,strongly positive,5,5,5,5,5,1,3,strongly positive,they are about the same,neither unlikely or likely,very unlikely,very unlikely,2.0,8.0,4.0,2.0,8.0,0.0,9.0,4.0,2.5,8.5,no,,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,3,2,1,no,,,,,,,,,,,my productivity is about same when i work remotely,,,,,,,,67
932,1957,male,more than 5 years,other services,clerical and administrative workers - general clerical workers,between 1 and 4,couple with no dependent children,metro,less than 10% of my time,i would not have preferred to work remotely,rarely or never,i would not have preferred to work remotely,less than 10% of my time,no,no,,,no,,4,4,4,4,strongly positive,4,5,3,4,4,2,4,neither positive nor negative,my direct manger(s),neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,2.0,12.0,1.0,3.0,6.0,1.0,8.0,4.0,3.0,8.0,no,,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,2,2,4,no,,,,,,,,,,,im 50% less productive when working remotely (or worse),,difficulty collaborating with remote colleagues,problems with audio-visual setup,connectivity/internet issues,noisy work environment,connectivity/internet issues,interruptions,68
933,1989,male,more than 5 years,"transport, postal and warehousing","managers - chief executives, general managers and legislators",more than 200,couple with no dependent children,metro,70%,20%,50% - i spent about half of my time remote working,20%,20%,yes,yes,50% - about half of my time,20%,yes,50% - about half of my time,5,5,5,5,somewhat positive,2,3,4,4,3,3,2,neither positive nor negative,my direct manger(s),somewhat unlikely,somewhat unlikely,somewhat unlikely,2.0,9.0,1.0,3.0,9.0,0.0,9.0,3.0,3.0,9.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,significantly worsened,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,somewhat improved,somewhat worsened,somewhat improved,somewhat worsened,3,4,4,yes,yes,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,im 10% more productive when working remotely,im 10% more productive when working remotely,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,difficulty innovating,noisy work environment,connectivity/internet issues,connectivity/internet issues,36
934,1999,female,between 1 and 5 years,financial and insurance,"professionals - business, human resource and marketing professionals",between 5 and 19,single person,metro,rarely or never,20%,rarely or never,30%,20%,yes,no,,,yes,80%,4,4,5,4,somewhat positive,4,3,4,4,3,5,4,neither positive nor negative,they are about the same,somewhat unlikely,neither unlikely or likely,somewhat unlikely,2.0,10.0,4.0,2.0,6.0,1.0,7.0,5.0,3.0,8.0,no,,stayed about the same,somewhat improved,stayed about the same,somewhat worsened,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat worsened,somewhat improved,somewhat improved,stayed about the same,5,4,4,no,,,,,,,,,,,im 20% less productive when working remotely,,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,lack of privacy,connectivity/internet issues,difficulty innovating,26
935,1985,male,between 1 and 5 years,health care and social assistance,"professionals - business, human resource and marketing professionals",more than 200,couple with dependent children,metro,30%,less than 10% of my time,30%,i would not have preferred to work remotely,less than 10% of my time,yes,yes,20%,less than 10% of my time,no,,5,5,5,5,strongly positive,4,5,5,5,5,2,3,neither positive nor negative,they are about the same,somewhat unlikely,somewhat unlikely,somewhat unlikely,1.0,7.5,1.0,3.0,11.5,0.5,9.0,9.0,1.0,4.5,no,,stayed about the same,stayed about the same,somewhat improved,somewhat improved,significantly improved,somewhat improved,stayed about the same,somewhat worsened,not a barrier for me,not a barrier for me,not a barrier for me,somewhat improved,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,3,2,3,yes,yes,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,my productivity is about same when i work remotely,my productivity is about same when i work remotely,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,interruptions,noisy work environment,connectivity/internet issues,difficulty innovating,40
936,1963,male,more than 5 years,information media and telecommunications,professionals - ict professionals,more than 200,single person,metro,100% - i spent all of my time remote working,100% - all of my time,90%,90%,60%,yes,yes,less than 10% of my time,40%,no,,5,4,4,5,strongly positive,4,5,5,5,5,1,2,strongly positive,they are about the same,somewhat likely,very likely,somewhat likely,2.0,8.0,1.0,5.0,8.0,0.0,10.0,1.0,5.0,8.0,yes,0.1,not a barrier for me,not a barrier for me,somewhat improved,not a barrier for me,stayed about the same,not a barrier for me,not a barrier for me,somewhat improved,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,somewhat worsened,3,4,3,no,,,,,,,,,,,im 20% more productive when working remotely,,,,,,,,62
937,1986,female,more than 5 years,health care and social assistance,managers - specialist managers,between 20 and 199,couple with no dependent children,metro,less than 10% of my time,100% - all of my time,less than 10% of my time,100% - all of my time,100% - all of my time,no,no,,,yes,100% - all of my time,1,1,1,3,strongly negative,1,4,1,1,5,5,2,strongly negative,they are about the same,very unlikely,very unlikely,very unlikely,3.0,8.0,3.0,2.0,8.0,0.5,8.5,3.0,4.0,8.0,yes,0.1,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,4,4,1,yes,no,,,,,,,,,,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,39
938,1987,female,more than 5 years,financial and insurance,"professionals - business, human resource and marketing professionals",i am a sole trader/owner-operator,couple with dependent children,metro,100% - i spent all of my time remote working,90%,100% - i spent all of my time remote working,90%,90%,no,yes,less than 10% of my time,90%,no,,3,5,5,3,neither positive nor negative,5,5,5,5,5,1,5,strongly positive,senior leadership,very likely,very likely,very likely,3.0,8.0,3.0,2.0,8.0,0.5,8.0,4.0,4.0,7.5,no,,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,somewhat improved,significantly improved,stayed about the same,not a barrier for me,somewhat worsened,not a barrier for me,not a barrier for me,significantly improved,not a barrier for me,not a barrier for me,3,2,3,no,,,,,,,,,,,my productivity is about same when i work remotely,,,,,,,,38
939,1980,female,more than 5 years,administrative and support,"managers - chief executives, general managers and legislators",between 5 and 19,couple with no dependent children,metro,rarely or never,i would not have preferred to work remotely,rarely or never,i would not have preferred to work remotely,i would prefer not to work remotely,yes,no,,,yes,90%,3,2,4,4,somewhat positive,2,4,2,4,5,3,3,somewhat negative,they are about the same,very unlikely,somewhat unlikely,somewhat unlikely,3.0,7.0,2.0,4.0,8.0,1.0,7.0,3.0,5.0,8.0,no,,not a barrier for me,not a barrier for me,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,not a barrier for me,not a barrier for me,stayed about the same,2,3,5,yes,no,,,,,,,,,,my productivity is about same when i work remotely,my productivity is about same when i work remotely,difficulty collaborating with remote colleagues,lack of privacy,interruptions,noisy work environment,problems with audio-visual setup,connectivity/internet issues,45
940,1992,male,more than 5 years,wholesale trade,clerical and administrative workers - general clerical workers,between 20 and 199,other one family household,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,80%,yes,yes,less than 10% of my time,less than 10% of my time,no,,5,5,5,5,strongly positive,4,4,5,5,4,1,4,somewhat positive,they are about the same,somewhat likely,very likely,somewhat likely,2.0,8.5,2.0,3.0,8.5,0.5,9.0,2.0,3.5,9.0,no,,not a barrier for me,not a barrier for me,somewhat improved,somewhat improved,not a barrier for me,significantly improved,somewhat worsened,stayed about the same,not a barrier for me,not a barrier for me,stayed about the same,somewhat worsened,somewhat improved,stayed about the same,not a barrier for me,not a barrier for me,4,5,3,no,,,,,,,,,,,im 30% more productive when working remotely,,,,,,,,33
